,date,low,high,close,volume,open
72,20000831,150.875,153.04688000000002,152.23438000000002,370600,151.0
73,20000901,152.1875,153.46875,152.29688000000002,278000,153.03125
74,20000905,150.875,152.03125,151.35938000000002,140700,151.78125
75,20000906,149.85938000000002,151.46875,149.85938000000002,153200,151.28125
76,20000907,149.875,150.9375,150.9375,84000,150.23438000000002
77,20000908,149.45313000000002,150.125,149.90625,62600,150.125
78,20000911,149.0,151.04688000000002,149.53125,93300,149.625
79,20000912,148.5,149.875,148.5,109000,149.6875
80,20000913,147.84375,148.95313000000002,148.8125,197900,147.84375
81,20000914,148.32813000000002,149.8125,148.4375,99900,149.75
82,20000915,146.4375,148.34375,146.65625,298900,148.34375
83,20000918,144.96875,147.1875,145.0,144700,146.75
84,20000919,145.17188000000002,146.57813000000002,146.34375,128300,145.625
85,20000920,143.4375,145.92188000000002,144.98438000000002,127700,145.875
86,20000921,144.125,145.125,144.84375,284200,145.125
87,20000922,142.25,145.25,145.25,124600,142.25
88,20000925,143.92188000000002,145.82813000000002,143.9375,49300,145.78125
89,20000926,142.625,144.875,142.625,10500,144.46875
90,20000927,142.29688000000002,143.53125,142.70313000000002,155200,143.48438000000002
91,20000928,142.96875,146.17188000000002,146.03125,99100,142.96875
92,20000929,143.70313000000002,145.4375,143.70313000000002,60400,145.35938000000002
93,20001002,143.5,144.875,143.875,223700,144.5
94,20001003,142.40625,145.70313000000002,142.40625,134300,144.60938000000002
95,20001004,142.0,144.125,143.67188000000002,90000,142.625
96,20001005,143.375,144.54688000000002,144.28125,114100,143.79688000000002
97,20001006,140.0,144.375,141.07813000000002,103800,144.17188000000002
98,20001009,139.64063000000002,141.20313000000002,140.32813000000002,29300,141.125
99,20001010,138.0,141.09375,138.0,123800,140.20313000000002
100,20001011,135.3125,138.45313000000002,136.75,350200,137.59375
101,20001012,132.8125,137.5,133.40625,155200,137.40625
102,20001013,132.9375,137.59375,137.375,322200,133.15625
103,20001016,136.78125,138.14063000000002,138.0625,349600,137.5625
104,20001017,134.57813000000002,138.34375,135.0,157600,138.21875
105,20001018,131.03125,135.89063000000002,134.76563000000002,81800,131.375
106,20001019,136.70313000000002,139.1875,139.1875,73300,136.75
107,20001020,138.78125,141.10938000000002,140.21875,177100,138.98438000000002
108,20001023,139.125,140.90625,140.67188000000002,30300,139.6875
109,20001024,139.23438000000002,141.875,139.57813000000002,51700,140.92188000000002
110,20001025,136.3125,139.42188000000002,136.59375,68600,138.0
111,20001026,134.51563000000002,137.51563000000002,136.79688000000002,47700,136.9375
112,20001027,136.75,139.25,139.25,60200,138.0
113,20001030,138.51563000000002,141.0,140.3125,52500,138.51563000000002
114,20001031,141.03125,143.71875,143.14063000000002,124000,141.14063000000002
115,20001101,141.5,143.20313000000002,142.48438000000002,199300,142.70313000000002
116,20001102,142.65625,143.6875,142.89063000000002,117100,143.25
117,20001103,142.5,143.625,142.875,157100,143.125
118,20001106,143.15625,144.28125,143.96875,148000,143.28125
119,20001107,142.8125,143.9375,143.84375,36700,143.34375
120,20001108,140.76563000000002,144.04688000000002,140.76563000000002,40700,144.04688000000002
121,20001109,137.4375,141.01563000000002,139.92188000000002,95300,139.95313000000002
122,20001110,136.78125,139.25,136.78125,47200,138.73438000000002
123,20001113,133.21875,136.6875,135.35938000000002,74200,135.60938000000002
124,20001114,137.09375,139.21875,138.71875,55200,137.29688000000002
125,20001115,137.98438000000002,140.0,139.40625,751900,138.90625
126,20001116,137.51563000000002,139.53125,137.5625,265600,139.40625
127,20001117,136.25,138.89063000000002,136.71875,218300,137.5625
128,20001120,134.5,136.17188000000002,134.60938000000002,152700,135.79688000000002
129,20001121,133.75,136.04688000000002,135.57813000000002,159800,134.84375
130,20001122,132.25,134.78125,132.25,36300,134.0625
131,20001124,133.8125,134.76563000000002,134.5625,41300,133.9375
132,20001127,135.42188000000002,136.59375,135.67188000000002,68100,136.29688000000002
133,20001128,133.90625,136.14063000000002,133.90625,53100,135.35938000000002
134,20001129,133.5,135.70313000000002,133.65625,437000,134.32813000000002
135,20001130,129.9375,133.07813000000002,132.3125,226800,132.23438000000002
136,20001201,131.54688000000002,133.84375,131.9375,71000,132.875
137,20001204,131.6875,133.51563000000002,133.20313000000002,93400,132.09375
138,20001205,134.51563000000002,138.07813000000002,137.6875,187600,134.67188000000002
139,20001206,135.625,138.15625,135.625,214300,137.70313000000002
140,20001207,134.0,135.79688000000002,134.0,76100,135.09375
141,20001208,134.45313000000002,138.64063000000002,134.45313000000002,115200,136.76563000000002
142,20001211,136.70313000000002,139.3125,138.6875,140900,136.98438000000002
143,20001212,137.48438000000002,138.4375,137.6875,43500,138.07813000000002
144,20001213,135.78125,138.8125,135.78125,91000,138.73438000000002
145,20001214,134.0,135.75,134.0,97800,135.5625
146,20001215,130.5,132.76563000000002,130.75,53400,132.76563000000002
147,20001218,131.95313000000002,133.23438000000002,132.14063000000002,141700,132.53125
148,20001219,130.0,134.78125,130.0,115200,132.15625
149,20001220,126.28125,128.64063000000002,126.3125,369500,128.3125
150,20001221,125.67188,128.70313000000002,127.125,241100,126.1875
151,20001222,128.84375,131.125,131.125,75300,128.875
152,20001226,130.51563000000002,131.82813000000002,131.82813000000002,186400,131.03125
153,20001227,131.4375,133.48438000000002,133.48438000000002,166600,131.6875
154,20001228,132.6875,133.70313000000002,133.34375,157600,132.875
155,20001229,131.35938000000002,134.1875,131.35938000000002,250800,133.9375
156,20010102,127.75,131.78125,128.6875,174300,131.5
157,20010103,128.0,135.125,135.09375,194500,128.23438000000002
158,20010104,133.125,135.21875,133.5625,153500,134.6875
159,20010105,129.53125,133.70313000000002,129.70313000000002,68400,133.70313000000002
160,20010108,127.85938,129.90625,129.90625,167700,129.375
161,20010109,129.53125,131.40625,129.9375,128600,130.75
162,20010110,129.04688000000002,131.76563000000002,131.76563000000002,53600,129.17188000000002
163,20010111,131.15625,133.35938000000002,132.46875,295400,131.42188000000002
164,20010112,131.3125,133.53125,132.125,103100,132.9375
165,20010116,131.5,132.95313000000002,132.67188000000002,100500,132.14063000000002
166,20010117,132.73438000000002,134.9375,133.32813000000002,100600,134.625
167,20010118,133.0,135.54688000000002,134.84375,69400,133.57813000000002
168,20010119,133.875,135.96875,134.375,39800,135.96875
169,20010122,133.76563000000002,135.53125,134.51563000000002,39500,134.07813000000002
170,20010123,134.25,136.5,135.92188000000002,35100,134.5625
171,20010124,135.9375,137.125,136.54688000000002,204800,135.9375
172,20010125,135.75,136.9375,135.8125,137900,136.23438000000002
173,20010126,134.5625,135.95313000000002,135.76563000000002,131700,135.29688000000002
174,20010129,135.39999,136.74001,136.5,105100,135.39999
175,20010130,135.92,137.78,137.77,61700,136.64999
176,20010131,136.71001,138.44,136.89999,307700,137.71001
177,20010201,136.24001,137.78,137.78,65000,136.83
178,20010202,134.91,137.91,134.99001,48500,137.73
179,20010205,134.78,135.41,135.41,29500,135.02
180,20010206,135.3,136.53999,135.44,18400,135.83
181,20010207,133.85001,135.19,134.49001,52200,135.09
182,20010208,133.25,135.25999,133.25,129400,135.00999
183,20010209,131.36,133.25999,131.89999,61300,133.25999
184,20010212,131.86,133.28999,133.19,20200,131.91
185,20010213,132.10001,133.88,132.45,33500,133.36
186,20010214,130.75999,132.42999,131.88,29000,132.42999
187,20010215,132.56,133.42999,133.0,54700,132.63
188,20010216,129.74001,131.11,130.45,231400,130.53999
189,20010220,128.03999,130.73,128.36,43400,130.64
190,20010221,125.58,128.55,125.72,68800,127.67
191,20010222,123.41,126.01,125.45,294300,125.77
192,20010223,121.98,125.44,124.75,247400,124.35
193,20010226,124.61,126.95,126.95,58900,125.66
194,20010227,125.68,127.62,126.51,437400,127.01
195,20010228,123.28,126.87,124.07,94600,126.87
196,20010301,122.0,124.54,124.54,63600,124.04
197,20010302,122.63,125.51,123.63,38200,122.77
198,20010305,123.89,124.55,124.55,462200,124.2
199,20010306,125.65,127.18,126.03,1398300,126.17
200,20010307,125.78,126.71,126.55,1012800,126.71
201,20010308,126.27,127.11,126.92,107100,126.7
202,20010309,123.14,125.5,123.47,2122400,125.29
203,20010312,117.65,122.11,117.78,2014800,122.11
204,20010313,117.36,119.9,119.72,121900,118.87
205,20010314,115.85,118.76,116.86,148600,117.0
206,20010315,117.2,118.46,117.4,153100,118.28
207,20010316,115.0,117.21,115.24,119100,117.0
208,20010319,114.95,117.57,117.32,73700,115.91
209,20010320,114.39,118.16,114.45,49400,117.55
210,20010321,112.0,115.07,112.49,170600,114.35
211,20010322,108.38,112.33,111.71,194400,112.2
212,20010323,112.0,114.44,114.44,107800,113.0
213,20010326,114.92,116.13,115.79,44200,115.6
214,20010327,115.52,118.61,118.28,117800,115.73
215,20010328,115.12,116.92,115.32,130700,116.92
216,20010329,113.73,116.33,115.34,78300,114.74
217,20010330,114.7,116.72,116.72,881200,115.84
218,20010402,114.05,117.16,114.25,299900,116.1
219,20010403,110.25,114.0,110.33,136600,113.8
220,20010404,109.53,111.97,110.61,897100,110.4
221,20010405,112.87,115.4,114.99,807200,112.87
222,20010406,112.28,114.14,113.37,139300,114.0
223,20010409,113.0,114.82,113.67,397800,113.8
224,20010410,115.15,117.79,116.83,786300,115.47
225,20010411,116.3,118.5,116.9,110900,118.3
226,20010412,116.22,118.58,118.57,692800,116.24
227,20010416,117.02,118.61,117.85,590400,118.42
228,20010417,117.15,119.65,119.12,1401300,117.15
229,20010418,120.67,125.95,124.24,244500,121.15
230,20010419,123.7,125.7,125.51,2022100,124.2
231,20010420,123.87,125.28,124.85,1065800,124.95
232,20010423,122.12,123.79,122.38,56400,123.75
233,20010424,121.19,123.7,121.51,132700,122.5
234,20010425,121.12,123.53,123.18,152200,121.5
235,20010426,123.6,125.13,123.73,60700,123.65
236,20010427,124.42,125.73,125.73,852200,124.85
237,20010430,124.91,127.33,125.2,414500,126.25
238,20010501,124.68,127.18,127.18,61600,125.08
239,20010502,126.15,127.57,126.95,696300,127.57
240,20010503,124.36,125.9,125.42,951900,125.9
241,20010504,123.54,127.25,127.25,1281900,123.87
242,20010507,126.2,127.32,126.2,97700,126.72
243,20010508,125.75,127.05,126.35,124100,127.0
244,20010509,125.08,126.58,125.85,1092400,125.32
245,20010510,125.79,127.44,126.25,51200,127.44
246,20010511,124.5,126.41,125.16,94600,126.25
247,20010514,124.47,125.42,125.35,111700,125.05
248,20010515,125.0,126.19,125.32,56100,125.4
249,20010516,124.75,129.08,128.95,87100,124.75
250,20010517,128.75,130.08,129.36,114000,129.00999
251,20010518,128.64999,129.78,129.78,71400,129.09
252,20010521,129.39999,131.75,131.67,1092200,129.8
253,20010522,131.2,132.03,131.3,556500,131.88
254,20010523,129.38,130.89999,129.38,874900,130.7
255,20010524,128.7,129.96001,129.77,1064100,129.64999
256,20010525,128.10001,129.67,128.17,505400,129.66
257,20010529,127.0,128.38,127.18,182400,128.38
258,20010530,125.0,127.05,125.31,265400,126.71
259,20010531,125.25,126.64,125.73,1876800,125.65
260,20010601,125.15,127.06,126.89,432400,126.15
261,20010604,126.31,127.18,127.08,214800,126.98
262,20010605,127.37,129.23,128.85001,150700,127.4
263,20010606,127.34,128.72,127.56,121800,128.72
264,20010607,127.05,128.14,128.13,383600,127.37
265,20010608,126.2,127.81,127.15,59400,127.81
266,20010611,125.05,126.68,125.77,448800,126.6
267,20010612,123.66,126.27,125.59,413500,124.7
268,20010613,124.47,126.15,124.56,102100,125.58
269,20010614,121.61,123.91,121.61,396600,123.91
270,20010615,120.66,122.27,121.84,429300,120.9
271,20010618,120.95,122.31,120.95,3350000,121.71
272,20010619,121.0,122.88,121.35,76400,122.42
273,20010620,121.13,122.72,122.28,203800,121.13
274,20010621,122.12,124.24,123.68,64400,122.12
275,20010622,122.44,123.59,122.88,326400,123.51
276,20010625,121.6,123.38,122.16,217800,123.13
277,20010626,120.7,122.39,121.52,248600,120.75
278,20010627,120.99,122.21,121.31,142500,121.54
279,20010628,122.0,123.81,122.81,68000,122.0
280,20010629,122.53,123.98,122.69,601600,122.8
281,20010702,122.7,124.24,123.91,44000,123.01
282,20010703,123.14,124.0,124.0,34200,123.88
283,20010705,122.0,123.46,122.0,1682400,123.0
284,20010706,118.86,121.42,118.86,1753500,121.3
285,20010709,119.4,120.4,119.68,1011900,119.55
286,20010710,118.21,120.53,118.32,437000,120.43
287,20010711,117.24,118.67,118.28,108800,118.2
288,20010712,119.38,121.37,121.18,315100,119.52
289,20010713,120.66,122.2,122.0,101800,120.81
290,20010716,120.29,122.11,120.73,960100,121.9
291,20010717,119.98,121.84,121.7,39400,120.31
292,20010718,120.25,121.17,120.89,76400,120.58
293,20010719,121.0,122.88,121.39,61600,122.0
294,20010720,121.15,121.84,121.25,459100,121.3
295,20010723,119.0,121.78,119.0,60600,121.78
296,20010724,116.73,119.08,117.67,823000,119.0
297,20010725,117.63,119.4,119.25,599800,117.81
298,20010726,118.65,120.82,120.77,155800,118.92
299,20010727,119.96,121.25,120.85,61600,120.62
300,20010730,120.33,121.12,120.77,43800,121.12
301,20010731,120.91,122.65,121.3,142800,120.98
302,20010801,121.64,122.69,122.09,41600,122.02
303,20010802,121.95,123.05,122.48,107700,123.0
304,20010803,120.99,122.23,121.93,91000,122.23
305,20010806,120.1,121.47,120.34,57900,121.47
306,20010807,120.0,121.15,120.83,54000,120.33
307,20010808,118.53,121.04,118.54,55500,120.09
308,20010809,117.93,118.78,118.78,83800,118.56
309,20010810,117.45,119.65,119.52,60900,118.62
310,20010813,118.91,119.65,119.51,248000,119.55
311,20010814,118.86,120.28,119.3,84700,120.0
312,20010815,118.16,119.45,118.16,65500,119.35
313,20010816,117.1,118.6,118.57,63800,117.63
314,20010817,116.1,117.77,116.79,79800,117.55
315,20010820,116.62,117.61,117.44,39500,116.75
316,20010821,116.0,118.48,116.0,320800,117.7
317,20010822,116.0,117.3,117.04,195500,116.68
318,20010823,116.59,117.46,116.66,219700,116.84
319,20010824,116.76,119.0,118.69,177400,117.01
320,20010827,118.36,119.07,118.36,55600,118.79
321,20010828,116.62,118.41,116.65,150000,118.23
322,20010829,115.27,117.11,115.49,91700,117.11
323,20010830,112.92,115.67,113.18,154500,115.1
324,20010831,113.2,114.65,114.23,129500,113.2
325,20010904,113.48,116.05,113.48,1937500,114.01
326,20010905,112.0,114.05,113.55,226700,113.29
327,20010906,111.17,113.15,111.17,60500,112.63
328,20010907,108.73,111.08,108.79,136300,110.15
329,20010910,107.84,110.27,110.05,138900,107.85
330,20010917,101.8,106.3,104.4,401100,102.0
331,20010918,103.5,105.25,103.6,221700,104.0
332,20010919,98.7,104.45,102.05,330400,104.0
333,20010920,98.95,101.0,99.05,850100,100.5
334,20010921,94.25,99.2,97.25,206200,95.25
335,20010924,99.55,101.5,100.66,224200,100.0
336,20010925,100.35,102.35,101.75,124100,101.25
337,20010926,100.75,102.85,101.25,340000,102.8
338,20010927,100.4,102.5,102.25,344100,101.35
339,20010928,103.0,104.65,104.4,327900,103.0
340,20011001,103.25,104.64,104.64,77400,104.13
341,20011002,103.7,105.51,105.51,283700,103.89
342,20011003,104.24,107.76,107.36,145100,104.5
343,20011004,106.88,108.65,107.48,303700,108.1
344,20011005,105.59,107.49,107.21,105400,107.0
345,20011008,105.89,107.1,106.5,154900,106.22
346,20011009,105.65,106.51,105.95,110800,106.51
347,20011010,105.52,108.43,108.24,182400,105.7
348,20011011,109.05,110.01,109.97,160200,109.05
349,20011012,107.25,109.5,109.47,177600,109.12
350,20011015,108.1,109.37,109.17,115200,108.55
351,20011016,108.95,110.34,109.92,170500,109.7
352,20011017,107.91,111.06,107.91,164100,111.0
353,20011018,106.73,108.01,107.38,201600,107.77
354,20011019,106.0,107.8,107.28,159100,106.84
355,20011022,107.23,109.43,109.43,116700,107.23
356,20011023,108.39,110.1,108.63,157700,109.81
357,20011024,108.19,109.18,108.64,156000,108.78
358,20011025,106.78,110.2,110.05,245100,107.46
359,20011026,109.8,111.11,110.72,160500,109.8
360,20011029,107.48,110.35,107.48,101000,110.13
361,20011030,105.63,107.1,106.15,119600,107.1
362,20011031,105.86,107.71,105.86,1253300,106.87
363,20011101,105.85,108.82,108.41,251000,106.55
364,20011102,107.86,109.26,109.17,94600,108.4
365,20011105,110.05,110.91,110.59,97600,110.05
366,20011106,109.82,112.27,112.27,82800,110.25
367,20011107,111.54,112.91,112.07,316800,111.55
368,20011108,111.93,113.9,112.17,52500,112.54
369,20011109,111.42,112.62,112.6,115600,112.02
370,20011112,109.96,112.52,112.0,153400,111.3
371,20011113,113.19,114.36,114.36,179400,113.5
372,20011114,113.75,115.28,114.56,161000,115.18
373,20011115,113.89,115.08,114.88,180200,114.25
374,20011116,113.31,114.9,114.27,97100,114.9
375,20011119,114.43,115.69,115.69,161000,114.98
376,20011120,114.63,115.54,114.75,76300,115.25
377,20011121,113.54,114.55,113.86,284700,114.55
378,20011123,114.02,115.69,115.69,27500,114.07
379,20011126,115.09,116.22,115.98,201900,115.69
380,20011127,114.46,116.58,115.41,161000,115.65
381,20011128,113.18,115.09,113.23,184300,114.75
382,20011129,113.0,114.46,114.33,133200,113.47
383,20011130,113.89,114.73,114.08,252300,114.5
384,20011203,112.98,113.91,113.32,154100,113.75
385,20011204,113.33,115.17,115.17,113700,113.8
386,20011205,115.57,117.9,117.45,229800,115.61
387,20011206,116.88,117.74,117.3,219900,117.35
388,20011207,115.73,116.95,116.4,186100,116.8
389,20011210,114.36,116.25,114.36,186100,115.8
390,20011211,113.91,115.53,113.96,275000,114.75
391,20011212,113.16,114.61,114.25,397800,114.36
392,20011213,112.02,113.56,112.06,154200,113.26
393,20011214,111.94,113.15,112.95,213800,112.3
394,20011217,112.44,113.89,113.85,193400,112.44
395,20011218,114.0,114.67,114.57,539100,114.27
396,20011219,113.62,115.45,115.33,166400,113.62
397,20011220,114.18,115.3,114.18,305000,114.98
398,20011221,114.2,114.98,114.84,1136500,114.98
399,20011224,114.64,114.94,114.64,61600,114.75
400,20011226,114.76,116.1,115.3,252600,114.76
401,20011227,115.26,115.96,115.96,149400,115.26
402,20011228,116.0,116.68,116.04,316700,116.28
403,20011231,114.33,116.34,114.33,296700,116.08
404,20020102,113.86,115.57,115.45,987900,115.0
405,20020103,115.45,116.78,116.78,359500,115.45
406,20020104,116.55,117.86,117.6,154100,117.12
407,20020107,116.6,117.96,116.71,220900,117.6
408,20020108,116.02,117.02,116.23,124300,116.74
409,20020109,115.46,117.73,115.63,176700,116.71
410,20020110,115.42,116.23,116.11,83200,115.7
411,20020111,114.74,116.19,114.97,153000,116.06
412,20020114,114.0,114.74,114.22,137400,114.65
413,20020115,113.98,115.16,115.1,148000,114.48
414,20020116,112.8,114.27,112.8,102800,114.2
415,20020117,113.41,114.19,113.67,74600,113.65
416,20020118,112.7,113.7,113.06,83800,113.15
417,20020122,112.09,113.84,112.39,84700,113.82
418,20020123,111.98,113.49,113.0,182000,112.54
419,20020124,113.34,114.15,113.59,996900,113.5
420,20020125,113.15,114.05,113.57,147300,113.15
421,20020128,112.96,114.15,113.54,46700,113.92
422,20020129,110.1,114.02,110.25,198300,113.88
423,20020130,108.5,111.84,111.84,108400,110.39
424,20020131,111.6,113.14,113.14,129000,112.01
425,20020201,112.16,113.34,112.49,910000,113.17
426,20020204,109.5,112.0,109.83,114100,112.0
427,20020205,108.57,110.31,109.19,104100,109.31
428,20020206,108.0,109.67,108.69,120200,109.4
429,20020207,108.0,109.67,108.02,86500,108.73
430,20020208,108.29,110.15,110.15,89800,108.65
431,20020211,109.74,111.57,111.54,75300,109.92
432,20020212,110.67,111.64,111.08,85200,110.9
433,20020213,111.32,112.37,112.25,82100,111.47
434,20020214,111.7,112.86,112.0,208500,112.35
435,20020215,110.72,112.11,110.79,944900,112.1
436,20020219,108.6,110.16,108.77,140400,110.09
437,20020220,107.81,110.54,110.54,86200,108.95
438,20020221,108.22,110.56,108.22,64100,109.99
439,20020222,108.0,109.63,109.63,120500,108.22
440,20020225,109.69,111.65,111.41,75500,109.69
441,20020226,110.57,111.92,111.2,159800,111.55
442,20020227,110.66,112.76,111.63,237000,112.02
443,20020228,111.04,112.57,111.04,168400,111.82
444,20020301,111.53,113.76,113.76,135300,111.63
445,20020304,113.73,115.95,115.67,134700,113.85
446,20020305,115.0,116.29,115.4,104100,115.29
447,20020306,115.08,117.04,116.73,115300,115.17
448,20020307,115.61,117.31,116.44,102200,116.9
449,20020308,116.53,117.82,116.91,218800,117.33
450,20020311,116.15,117.46,116.89,138700,116.47
451,20020312,115.61,116.93,116.93,1793700,115.75
452,20020313,115.34,116.4,115.7,104400,116.28
453,20020314,115.38,116.03,115.57,44900,115.71
454,20020315,115.9,116.96,116.72,124500,115.92
455,20020318,116.16,117.51,116.7,116900,117.19
456,20020319,116.9,117.68,117.49,84800,117.28
457,20020320,115.44,116.55,115.46,239700,116.55
458,20020321,114.2,115.78,115.27,119500,115.36
459,20020322,114.78,115.87,115.03,259700,115.45
460,20020325,113.37,115.3,113.53,168000,115.07
461,20020326,113.46,114.95,113.97,112600,113.46
462,20020327,113.88,114.94,114.76,439700,114.08
463,20020328,114.49,115.71,114.49,141800,114.91
464,20020401,113.57,115.02,114.85,423100,114.24
465,20020402,113.78,114.32,113.95,787900,114.15
466,20020403,112.25,114.18,113.08,60300,114.01
467,20020404,112.34,113.36,112.72,101100,112.48
468,20020405,112.35,113.45,112.6,134400,113.44
469,20020408,111.29,112.77,112.7,301000,111.3
470,20020409,112.01,113.1,112.05,126500,112.93
471,20020410,112.16,113.53,113.42,96300,112.24
472,20020411,110.53,113.0,110.73,154200,112.98
473,20020412,110.68,111.63,111.43,63700,111.08
474,20020415,110.25,111.8,110.65,107800,111.65
475,20020416,111.73,113.21,113.16,92500,111.8
476,20020417,112.63,113.6,113.03,125600,113.47
477,20020418,111.48,113.38,112.49,129300,112.98
478,20020419,112.65,113.25,112.91,222400,113.25
479,20020422,110.92,112.5,111.11,105100,112.5
480,20020423,110.18,111.43,110.58,235200,111.16
481,20020424,109.45,111.14,109.45,236700,110.65
482,20020425,108.8,109.72,109.6,590300,109.28
483,20020426,107.33,109.97,107.5,613500,109.89
484,20020429,106.67,108.17,106.91,174200,108.0
485,20020430,106.77,108.61,107.95,260100,107.06
486,20020501,106.97,109.2,109.15,1597900,108.03
487,20020502,108.3,109.49,108.77,100900,109.02
488,20020503,107.25,108.6,107.63,151600,108.6
489,20020506,105.56,107.96,105.56,262500,107.6
490,20020507,104.93,106.28,105.07,396000,106.05
491,20020508,107.1,109.32,109.0,110600,107.1
492,20020509,107.62,108.95,107.7,97700,108.62
493,20020510,105.72,107.94,105.72,89900,107.9
494,20020513,105.89,107.95,107.91,117100,106.24
495,20020514,109.11,110.22,110.19,163800,109.6
496,20020515,109.39,110.77,109.48,119900,109.55
497,20020516,109.4,110.36,110.32,160300,109.62
498,20020517,110.15,111.2,110.96,1618100,110.72
499,20020520,109.57,110.47,109.75,87400,110.47
500,20020521,108.4,110.37,108.57,62000,110.1
501,20020522,108.1,109.05,109.05,130700,108.4
502,20020523,108.55,110.2,110.14,272900,109.33
503,20020524,108.68,110.05,108.75,127600,110.05
504,20020528,107.5,109.04,107.99,232300,109.04
505,20020529,107.2,107.93,107.2,925000,107.79
506,20020530,105.96,107.41,107.11,104600,106.54
507,20020531,107.08,108.5,107.08,273800,107.49
508,20020603,104.28,107.56,104.29,212000,107.07
509,20020604,103.56,105.14,104.68,126900,104.27
