date,ust1,ust2,ust5,ust10,ust5vs2,ust10vs2
20100727,0.3002163457,0.5928604488,1.7454814533,3.0243790337,1.1526210045,2.4315185849
20100728,0.3233453112,0.5484708416,1.6509700959,2.9627586297,1.1024992543,2.4142877881
20100729,0.317899533,0.5194746669,1.5864002876,2.9662041464,1.0669256207,2.4467294795
20100730,0.3668234761,0.5019242434,1.5828677169,2.8773941609,1.0809434735,2.3754699175
20100802,0.3310169739,0.5083582363,1.6149652967,2.9239494307,1.1066070604,2.4155911944
20100803,0.3380749316,0.4787579813,1.5387415581,2.8717876852,1.0599835768,2.3930297039
20100804,0.3413495988,0.5108616843,1.5928795856,2.9114717433,1.0820179013,2.400610059
20100805,0.3178083361,0.4736826418,1.5555775809,2.8552016153,1.0818949391,2.3815189735
20100806,0.3287318634,0.4476800795,1.4838958721,2.7779543148,1.0362157926,2.3302742353
20100809,0.2649744361,0.4596784066,1.5008093707,2.7836202072,1.0411309641,2.3239418006
20100810,0.2408994497,0.4788007864,1.441081727,2.7217315604,0.9622809406,2.242930774
20100811,0.2322728577,0.4715159501,1.42475649,2.6526910368,0.9532405399,2.1811750867
20100812,0.3056587007,0.4907141208,1.4742772082,2.6821193281,0.9835630874,2.1914052073
20100813,0.3285285084,0.4739448418,1.4489359267,2.6139437012,0.9749910849,2.1399988594
20100816,0.2951068219,0.4214798384,1.380424148,2.5069963249,0.9589443096,2.0855164865
20100817,0.2745879744,0.4559697725,1.4254748692,2.5784469777,0.9695050967,2.1224772052
20100818,0.3016704335,0.4466739051,1.4286103834,2.5827289479,0.9819364783,2.1360550428
20100819,0.2930147579,0.4297109447,1.3897413495,2.5277622823,0.9600304048,2.0980513376
20100820,0.2883091283,0.4356595766,1.446920123,2.5616200659,1.0112605464,2.1259604893
20100823,0.2619226501,0.407497947,1.406729735,2.5441158913,0.999231788,2.1366179443
20100824,0.2570706224,0.3865226012,1.3152980006,2.4437605719,0.9287753994,2.0572379707
20100825,0.2968383729,0.4194127481,1.3663807465,2.4914647611,0.9469679984,2.072052013
20100826,0.2961316767,0.4099621872,1.3349432164,2.4334650449,0.9249810292,2.0235028577
20100827,0.3280975957,0.4971524295,1.4509707519,2.5997573262,0.9538183224,2.1026048967
20100830,0.2973833237,0.4203974874,1.3593590553,2.4857946567,0.9389615679,2.0653971693
20100831,0.3062929232,0.4527839112,1.3082908983,2.4317452795,0.8555069871,1.9789613683
20100901,0.2947235305,0.4779500012,1.3716193585,2.5346731125,0.8936693573,2.0567231113
20100902,0.2830912042,0.4731474322,1.3883336899,2.5869732157,0.9151862577,2.1138257835
20100903,0.2904846674,0.4871366129,1.4505076596,2.6640998189,0.9633710467,2.176963206
20100907,0.2394029886,0.4375997272,1.3646855196,2.559015947,0.9270857924,2.1214162198
20100908,0.223553898,0.500863649,1.4178431328,2.6101691156,0.9169794838,2.1093054666
20100909,0.304663084,0.5491902591,1.5215008419,2.7143601301,0.9723105828,2.165169871
20100910,0.343431042,0.5444274631,1.543082647,2.7511219719,0.9986551839,2.2066945088
20100913,0.3117685106,0.4976153907,1.4855885979,2.7065474382,0.9879732072,2.2089320475
20100914,0.2997821039,0.4583798545,1.4140707551,2.6355473197,0.9556909006,2.1771674652
20100915,0.307480747,0.4381706382,1.4142014835,2.6768851553,0.9760308453,2.2387145171
20100916,0.3072995017,0.4293918592,1.4356857064,2.712891151,1.0062938472,2.2834992918
20100917,0.3349376125,0.4531717006,1.4007399076,2.6897869394,0.947568207,2.2366152388
20100920,0.3105727382,0.4382937597,1.3721178083,2.6535322705,0.9338240486,2.2152385108
20100921,0.3023571048,0.3909189994,1.2656911994,2.5276369208,0.8747722,2.1367179214
20100922,0.2900620678,0.3974336257,1.2839722167,2.507527269,0.886538591,2.1100936433
20100923,0.2857823212,0.3788581318,1.2794656728,2.5016496182,0.900607541,2.1227914864
20100924,0.2814774162,0.4337473501,1.3114992338,2.5643417007,0.8777518837,2.1305943506
20100927,0.2397761377,0.4011484666,1.2522612962,2.4828707671,0.8511128296,2.0817223005
20100928,0.2845191621,0.3843871942,1.1975337849,2.4216472835,0.8131465907,2.0372600893
20100929,0.2719140799,0.3851131308,1.2142690384,2.4555619122,0.8291559076,2.0704487814
20100930,0.2989716903,0.4016528853,1.241124881,2.4976574749,0.8394719957,2.0960045896
20101001,0.2763746282,0.4115890026,1.2296919841,2.49587082,0.8181029815,2.0842818174
20101004,0.2423236028,0.3965035639,1.198620374,2.4588030582,0.8021168101,2.0622994943
20101005,0.2270081363,0.3895681207,1.1651497022,2.4552531677,0.7755815815,2.065685047
20101006,0.265532237,0.3675602375,1.131697132,2.3850928026,0.7641368945,2.0175325651
20101007,0.2617818962,0.3342011505,1.1007020546,2.3701967808,0.7665009041,2.0359956303
20101008,0.2735083439,0.3215010889,1.0770331757,2.3771286517,0.7555320868,2.0556275628
20101012,0.2583835482,0.3518746532,1.1100590465,2.4145840542,0.7581843933,2.062709401
20101013,0.2545485318,0.3391048363,1.09039698,2.4057685971,0.7512921437,2.0666637608
20101014,0.2506916163,0.3605386208,1.1540461631,2.4920336256,0.7935075423,2.1314950048
20101015,0.2428607702,0.3363142023,1.1605411972,2.5469924467,0.8242269949,2.2106782444
20101018,0.2469996607,0.3397493159,1.0972982543,2.4919394904,0.7575489384,2.1521901745
20101019,0.2550591111,0.3345159247,1.0751238509,2.4627384727,0.7406079262,2.128222548
20101020,0.2270794533,0.3177614149,1.07011607,2.4653577949,0.7523546551,2.14759638
20101021,0.2471900467,0.3201644696,1.1052286656,2.5300279192,0.785064196,2.2098634496
20101022,0.2069285515,0.3244978965,1.1182706791,2.5397998948,0.7937727826,2.2153019983
20101025,0.1742273644,0.3124632579,1.1517683444,2.5468934357,0.8393050865,2.2344301778
20101026,0.2597598546,0.3671246459,1.2235002046,2.6220352854,0.8563755587,2.2549106395
20101027,0.2639567224,0.3696229166,1.2847728797,2.7013668602,0.9151499631,2.3317439436
20101028,0.2599659821,0.3197225212,1.1796499001,2.6436332909,0.8599273789,2.3239107697
20101029,0.2798473937,0.2909752803,1.113065038,2.5808116352,0.8220897577,2.2898363549
20101101,0.2491672653,0.284477535,1.1082548787,2.6059169854,0.8237773437,2.3214394504
20101102,0.2526372011,0.3060093443,1.0921015164,2.571852494,0.7860921721,2.2658431497
20101103,0.2408600878,0.2862567708,1.0396284269,2.5557450878,0.7533716561,2.269488317
20101104,0.229018523,0.2927953978,0.9741969412,2.4755593172,0.6814015434,2.1827639194
20101105,0.267003106,0.3200896532,1.0319835034,2.5182302234,0.7118938502,2.1981405702
20101108,0.2545155923,0.3627117008,1.0576018999,2.5378235687,0.6948901991,2.1751118679
20101109,0.2658338486,0.4016912033,1.1787557734,2.6438090886,0.7770645701,2.2421178853
20101110,0.2850053069,0.3913476324,1.1376084611,2.5799048815,0.7462608287,2.1885572491
20101112,0.2806024111,0.4774337862,1.294773175,2.7282038554,0.8173393888,2.2507700692
20101115,0.307480747,0.4944163359,1.4625010086,2.9010111885,0.9680846727,2.4065948526
20101116,0.2993751241,0.4706508002,1.4177718779,2.7795129508,0.9471210777,2.3088621506
20101117,0.2912231366,0.4525965357,1.4207217808,2.8199445987,0.9681252451,2.367348063
20101118,0.2830243786,0.4691567575,1.4505358946,2.8411787841,0.9813791371,2.3720220266
20101119,0.3187410922,0.4761228071,1.4819227614,2.817303435,1.0057999543,2.3411806279
20101122,0.2658750221,0.4158013633,1.3877272852,2.7459263028,0.9719259219,2.3301249395
20101123,0.2938693598,0.4052814703,1.3667901938,2.7185668096,0.9615087235,2.3132853393
20101124,0.3017551949,0.4957156788,1.4969621525,2.8581928524,1.0012464737,2.3624771736
20101126,0.2931881451,0.4611467097,1.4654456087,2.8103480312,1.004298899,2.3492013215
20101129,0.3048449627,0.4431787162,1.4474008205,2.7636327516,1.0042221043,2.3204540354
20101130,0.3217147648,0.4285311468,1.4098435828,2.7260273351,0.981312436,2.2974961883
20101201,0.3181802951,0.5003032044,1.5816568486,2.8922418751,1.0813536442,2.3919386707
20101202,0.3336867438,0.5040892179,1.612031634,2.9236908332,1.1079424161,2.4196016153
20101203,0.3339885131,0.4339024142,1.5620914416,2.9397233776,1.1281890274,2.5058209634
20101206,0.2886509425,0.3746312891,1.4578674746,2.8653613939,1.0832361855,2.4907301048
20101207,0.3236148454,0.4945466838,1.6611609047,3.0704199659,1.1666142209,2.5758732821
20101208,0.3432775324,0.5863548559,1.8328163978,3.222109975,1.2464615419,2.6357551191
20101209,0.3436116631,0.5807189899,1.8222530457,3.1627463154,1.2415340558,2.5820273255
20101210,0.3634466579,0.6134748347,1.9072645038,3.2778814454,1.2937896691,2.6644066107
20101213,0.3410345387,0.5483881614,1.8168889482,3.2296179596,1.2685007868,2.6812297982
20101214,0.3177050176,0.6140954136,1.9905004167,3.4162882469,1.3764050031,2.8021928333
20101215,0.3377460973,0.6413444029,2.0266070007,3.4755119703,1.3852625978,2.8341675674
20101216,0.3341043446,0.600848195,1.9304774411,3.367532822,1.3296292461,2.766684627
20101217,0.3145308733,0.5699606155,1.8857534854,3.2758610399,1.3157928699,2.7059004244
20101220,0.2792088768,0.5585643158,1.8725011558,3.2719688506,1.31393684,2.7134045348
20101221,0.3397245611,0.5781378755,1.8618694982,3.2376112815,1.2837316227,2.659473406
20101222,0.2553212326,0.5977748481,1.9258314688,3.2835030237,1.3280566207,2.6857281756
20101223,0.3768446081,0.611604977,1.9681957419,3.3185975479,1.3565907649,2.7069925709
20101227,0.3540663239,0.610259168,1.9537027341,3.2611656499,1.3434435661,2.6509064819
20101228,0.3585619106,0.6656244167,2.0559024299,3.4112452318,1.3902780132,2.7456208151
20101229,0.3383522932,0.55336268,1.9245431324,3.2814947472,1.3711804524,2.7281320672
20101230,0.3221580629,0.5534345631,1.951407656,3.2924154676,1.3979730929,2.7389809045
20101231,0.3744848942,0.5516244772,1.9580573766,3.2566621672,1.4064328994,2.70503769
20110103,0.3515944326,0.541283541,1.9547760037,3.303660403,1.4134924627,2.762376862
20110104,0.3247276207,0.573233091,1.9652160127,3.3000091535,1.3919829217,2.7267760625
20110105,0.3591740186,0.664281054,2.0951901002,3.4324162945,1.4309090462,2.7681352405
20110106,0.3437321632,0.6298394154,2.0225577483,3.3662584675,1.3927183329,2.7364190521
20110107,0.3591116385,0.5572045781,1.9129569043,3.2957184244,1.3557523262,2.7385138463
20110110,0.3239521284,0.5219219836,1.8682517832,3.2552846298,1.3463297996,2.7333626462
20110111,0.3238203317,0.5522317479,1.9208787435,3.314474707,1.3686469956,2.7622429591
20110112,0.3197701999,0.5596139224,1.9330211639,3.3356712775,1.3734072415,2.7760573551
20110113,0.3117685106,0.536277942,1.8665161293,3.2709398121,1.3302381873,2.7346618701
20110114,0.3549465537,0.5513514563,1.8794561843,3.2949106546,1.328104728,2.7435591983
20110118,0.318890647,0.5443618671,1.9127618628,3.3366754213,1.3683999957,2.7923135542
20110119,0.3027525651,0.5363061051,1.8926902413,3.3100337409,1.3563841362,2.7737276358
20110120,0.3025554094,0.5961591272,2.0138074646,3.419800264,1.4176483374,2.8236411368
20110121,0.3305026703,0.5764799912,1.9706504145,3.3765781206,1.3941704233,2.8000981294
20110124,0.3017551949,0.5698342938,1.9656478423,3.3703709681,1.3958135485,2.8005366743
20110125,0.2893489703,0.5285202515,1.8977820717,3.2985638679,1.3692618202,2.7700436164
20110126,0.2972679893,0.5634146965,1.9423869516,3.3842193061,1.3789722551,2.8208046096
20110127,0.2725005865,0.5082661268,1.9017592239,3.3583841381,1.3934930971,2.8501180113
20110128,0.3009359321,0.4569347794,1.8339590565,3.295215117,1.3770242771,2.8382803376
20110131,0.3135836347,0.5071661308,1.9012056952,3.2538608595,1.3940395644,2.7466947287
20110201,0.2941218632,0.5421073232,1.9666109206,3.3166653358,1.4245035974,2.7745580126
20110202,0.3278197252,0.5924511239,2.0444788416,3.3522799703,1.4520277177,2.7598288464
20110203,0.3426312066,0.6410699723,2.1303792885,3.4216999011,1.4893093162,2.7806299288
20110204,0.3345624912,0.6764362322,2.2059746797,3.5165131516,1.5295384475,2.8400769194
20110207,0.3525399447,0.6791070759,2.2181774251,3.5028723962,1.5390703492,2.8237653203
20110208,0.371505811,0.7630509127,2.3438680166,3.6015592268,1.5808171039,2.8385083141
20110209,0.3556378763,0.7098961993,2.2886484715,3.5088958218,1.5787522722,2.7989996225
20110210,0.3474675985,0.7805938976,2.3527404047,3.5467840681,1.5721465071,2.7661901705
20110211,0.3704848969,0.7777535437,2.3082914126,3.4831668583,1.5305378689,2.7054133146
20110214,0.3536940717,0.7789339125,2.3176657174,3.4717803992,1.5387318049,2.6928464867
20110215,0.3454007218,0.7663141273,2.285588488,3.4559101501,1.5192743607,2.6895960228
20110216,0.3331001896,0.7810300699,2.3077963125,3.4709120577,1.5267662426,2.6898819878
20110217,0.3008776661,0.7116362572,2.2244406882,3.4300926951,1.512804431,2.7184564379
20110218,0.3600659964,0.6949692193,2.2248624185,3.4427994166,1.5298931992,2.7478301973
20110222,0.3101700045,0.6455805961,2.0872067267,3.3193150714,1.4416261306,2.6737344753
20110223,0.2894355017,0.6582667366,2.1230951932,3.3490895398,1.4648284566,2.6908228032
20110224,0.2766847824,0.6433708069,2.1048998452,3.3160671032,1.4615290383,2.6726962963
20110225,0.3085617203,0.6264619289,2.0882463027,3.2808902996,1.4617843738,2.6544283707
20110228,0.3129620294,0.6566513364,2.1163319344,3.2901594733,1.459680598,2.6335081369
20110301,0.3016455754,0.6156680832,2.0773467812,3.2624572152,1.461678698,2.646789132
20110302,0.3054551859,0.6645693788,2.1530468242,3.3362378276,1.4884774454,2.6716684488
20110303,0.3359445117,0.7270978362,2.2600295854,3.4218685953,1.5329317492,2.6947707591
20110304,0.3398721876,0.6648473805,2.1655599853,3.3554927181,1.5007126048,2.6906453376
20110307,0.3094228825,0.6720200352,2.1827677287,3.3799576204,1.5107476935,2.7079375852
20110308,0.3017349237,0.6943947627,2.1988274739,3.4092621374,1.5044327112,2.7148673747
20110309,0.2862608182,0.6626476815,2.1270747267,3.3308574178,1.4644270452,2.6682097363
20110310,0.2745833447,0.6037353721,2.0134614112,3.2231818798,1.4097260391,2.6194465077
20110311,0.3056685733,0.6260784844,2.0406493671,3.2692192142,1.4145708827,2.6431407298
20110314,0.2586203576,0.5767227805,1.9653732732,3.2218198343,1.3886504927,2.6450970538
20110315,0.2624470962,0.5777140738,1.9472830632,3.1726528144,1.3695689894,2.5949387406
20110316,0.254450113,0.5182821978,1.8245704172,3.0618524667,1.3062882194,2.5435702689
20110317,0.2701674055,0.5504160153,1.8901337037,3.1220162461,1.3397176884,2.5716002308
20110318,0.289950813,0.5494189934,1.9139660505,3.1380893129,1.3645470571,2.5886703195
20110321,0.2578329812,0.587650693,2.0052599637,3.1924479152,1.4176092707,2.6047972222
20110322,0.2818289682,0.6201557797,2.0114532566,3.1922859724,1.3912974769,2.5721301927
20110323,0.269692435,0.6310794117,2.0257896809,3.2189373103,1.3947102692,2.5878578986
20110324,0.2776964211,0.6617907508,2.0890864552,3.2711164017,1.4272957044,2.6093256509
20110325,0.3263040637,0.7044880855,2.132986545,3.3077638349,1.4284984595,2.6032757494
20110328,0.3142887201,0.7120538852,2.1585197978,3.3043600442,1.4464659126,2.592306159
20110329,0.3143403339,0.7610909205,2.2043448292,3.3570335844,1.4432539087,2.5959426639
20110330,0.2979263378,0.730436032,2.1465608684,3.3018379512,1.4161248364,2.5714019192
20110331,0.3510745058,0.7929979764,2.2452115917,3.4320769245,1.4522136153,2.6390789481
20110401,0.3476953899,0.7791978314,2.2238817389,3.4127874693,1.4446839075,2.6335896379
20110404,0.2877565582,0.7395217945,2.1713243137,3.3897459453,1.4318025192,2.6502241508
20110405,0.3224909845,0.7951875553,2.249813613,3.4483488499,1.4546260577,2.6531612946
20110406,0.2997678782,0.8122934702,2.3006963603,3.5128482611,1.4884028901,2.7005547909
20110407,0.3116061466,0.7596114888,2.2611895519,3.5128151936,1.5015780631,2.7532037048
20110408,0.3389765255,0.7902996467,2.2956857985,3.5461446225,1.5053861518,2.7558449758
20110411,0.3050598294,0.8087828131,2.2972230218,3.5488560044,1.4884402087,2.7400731913
20110412,0.2858110334,0.7284106217,2.1885596578,3.460911396,1.4601490361,2.7325007743
20110413,0.2938908729,0.7045417495,2.155646259,3.4277287371,1.4511045095,2.7231869876
20110414,0.2862934699,0.7432050948,2.2064579288,3.4663569776,1.463252834,2.7231518828
20110415,0.3023061793,0.6722910835,2.1029685641,3.3799158066,1.4306774806,2.7076247231
20110418,0.2673952816,0.6295033433,2.0534232904,3.3467988774,1.4239199471,2.7172955341
20110419,0.2715737144,0.6289318676,2.0499876905,3.3339472033,1.4210558229,2.7050153357
20110420,0.2557830055,0.6441153932,2.1006429053,3.3768537541,1.4565275121,2.7327383609
20110421,0.3000611524,0.6455355654,2.0972208245,3.3667140581,1.4516852591,2.7211784927
20110425,0.2484692479,0.6115886677,2.0539261783,3.3335103336,1.4423375106,2.7219216659
20110426,0.2567471461,0.5772438577,1.9947066654,3.278741876,1.4174628077,2.7014980183
20110427,0.256911205,0.5686443419,1.9961525409,3.3260547567,1.427508199,2.7574104148
20110428,0.261170259,0.5500763617,1.9419115268,3.2831210964,1.3918351651,2.7330447347
20110429,0.3017453449,0.5715487095,1.9558312803,3.2286812489,1.3842825708,2.6571325394
20110502,0.2721937835,0.5614832202,1.9516242271,3.2136127276,1.3901410069,2.6521295074
20110503,0.2534071472,0.5562230289,1.9272419107,3.1814537925,1.3710188818,2.6252307636
20110504,0.2268814805,0.5433165967,1.9172800854,3.148645087,1.3739634887,2.6053284903
20110505,0.2270173678,0.5284674624,1.8608920138,3.0805863159,1.3324245514,2.5521188535
20110506,0.2194738879,0.5097571696,1.8397272763,3.0789396066,1.3299701067,2.569182437
20110509,0.2120786716,0.5013226635,1.8257558908,3.0775976024,1.3244332273,2.5762749389
20110510,0.2277084204,0.5343908523,1.8910787028,3.135916541,1.3566878505,2.6015256887
20110511,0.2083767946,0.5059279806,1.83456974,3.0815087343,1.3286417594,2.5755807537
20110512,0.2084626529,0.5120968158,1.8534185661,3.1015178312,1.3413217503,2.5894210154
20110513,0.2398845023,0.4970454266,1.8225605257,3.0515529035,1.3255150991,2.5545074769
20110516,0.1969610282,0.4807231473,1.7812690219,3.0278900949,1.3005458746,2.5471669476
20110517,0.1811714389,0.4733122019,1.7648246433,2.9953685266,1.2915124414,2.5220563247
20110518,0.224882177,0.5008654641,1.8269858458,3.0613023471,1.3261203817,2.560436883
20110519,0.2210325892,0.4701039208,1.8040852059,3.0488353243,1.3339812851,2.5787314035
20110520,0.2171606864,0.4587511697,1.771554711,3.0234217735,1.3128035413,2.5646706038
20110523,0.2215363223,0.4871191164,1.7606301386,3.0011921522,1.2735110222,2.5140730358
20110524,0.2257082135,0.4678825077,1.7521614726,2.9873226538,1.2842789649,2.5194401461
20110525,0.2055699489,0.4564455477,1.7420803379,3.0014617228,1.2856347902,2.5450161751
20110526,0.1893826104,0.4076662629,1.6614112983,2.9302801315,1.2537450354,2.5226138686
20110527,0.1812582122,0.40201958,1.6609256571,2.9429084444,1.2589060771,2.5408888644
20110531,0.2372593776,0.429741765,1.6600904146,2.9304956079,1.2303486496,2.5007538429
20110601,0.2404788597,0.4200644066,1.5631502145,2.8156143046,1.1430858079,2.395549898
20110602,0.2399247433,0.4519402556,1.6150039562,2.8928459665,1.1630637006,2.4409057109
20110603,0.2545767224,0.4252286775,1.5723078948,2.8505639517,1.1470792173,2.4253352742
20110606,0.2338434346,0.4130781012,1.5604800739,2.855466789,1.1474019727,2.4423886878
20110607,0.2294184703,0.4052012134,1.5410194242,2.8544922665,1.1358182108,2.4492910531
20110608,0.2288238836,0.3801647759,1.4704726653,2.8002263336,1.0903078894,2.4200615577
20110609,0.2320921011,0.4199056209,1.5563860839,2.8539668884,1.136480463,2.4340612675
20110610,0.2198708514,0.404362414,1.5291329773,2.8287888982,1.1247705633,2.4244264842
20110613,0.2277551771,0.392007793,1.5405351856,2.8436474198,1.1485273926,2.4516396268
20110614,0.2447938429,0.433979065,1.6426527052,2.9515342707,1.2086736402,2.5175552057
20110615,0.2245662057,0.3817915043,1.5170274268,2.8281533191,1.1352359225,2.4463618148
20110616,0.2278880355,0.3814763627,1.4943787155,2.7873588975,1.1129023528,2.4058825348
20110617,0.2510095107,0.383088812,1.4981617935,2.800574279,1.1150729815,2.417485467
20110620,0.2254087514,0.3763335932,1.4955120356,2.811841992,1.1191784424,2.4355083988
20110621,0.2087740074,0.3663127299,1.507102566,2.8372378509,1.1407898361,2.470925121
20110622,0.2080945442,0.3834512834,1.504662313,2.8412558197,1.1212110296,2.4578045363
20110623,0.179241995,0.3500780411,1.4274135061,2.7804194471,1.077335465,2.430341406
20110624,0.2269082432,0.3341423616,1.3472646172,2.7326091169,1.0131222556,2.3984667553
20110627,0.2127820302,0.3779501219,1.4128140718,2.8020793408,1.0348639499,2.4241292189
20110628,0.2284436805,0.4442742559,1.5385324975,2.9143114397,1.0942582416,2.4700371838
20110629,0.219613419,0.4224397979,1.6099715446,2.9957622901,1.1875317467,2.5733224922
20110630,0.2407961393,0.4133872053,1.7066793052,3.134633738,1.2932920999,2.7212465327
20110701,0.2324310901,0.4681317616,1.735539739,3.1566012357,1.2674079774,2.6884694741
20110705,0.2481567632,0.4186997571,1.6374118528,3.0945219408,1.2187120957,2.6758221837
20110706,0.239694479,0.4167268052,1.6179412275,3.0817712918,1.2012144223,2.6650444866
20110707,0.2465494578,0.4604971794,1.6763545989,3.1127781425,1.2158574195,2.6522809631
20110708,0.2495912222,0.3822464839,1.5386231184,3.0028191394,1.1563766345,2.6205726555
20110711,0.2160893858,0.3493378329,1.4276179989,2.8956316904,1.078280166,2.5462938575
20110712,0.2151830844,0.3434203888,1.3942693645,2.8553443965,1.0508489757,2.5119240077
20110713,0.210365643,0.3355682511,1.3948907161,2.8606494259,1.059322465,2.5250811748
20110714,0.2133549127,0.3526740722,1.4543247403,2.9305178428,1.1016506681,2.5778437706
20110715,0.2045763437,0.3467357615,1.3992286253,2.8838071016,1.0524928638,2.5370713401
20110718,0.1739780043,0.3462143189,1.3918131138,2.9052008323,1.0455987949,2.5589865134
20110719,0.2325386088,0.3595892641,1.3924352849,2.8585492863,1.0328460208,2.4989600222
20110720,0.2276725989,0.3691277207,1.4271959115,2.90511878,1.0580681908,2.5359910593
20110721,0.226776266,0.3845222111,1.5010018266,2.988988093,1.1164796155,2.6044658819
20110722,0.2258746798,0.3727316872,1.4658329795,2.9383498994,1.0931012923,2.5656182122
20110725,0.239320234,0.3996687003,1.4834458388,2.9771248765,1.0837771385,2.5774561762
20110726,0.2303296878,0.3819591941,1.43886291,2.9310002863,1.0569037159,2.5490410922
20110727,0.2742003803,0.4171108299,1.4785513075,2.9562579165,1.0614404776,2.5391470866
20110728,0.2611743886,0.3915193615,1.4432913039,2.9219110344,1.0517719424,2.5303916729
20110729,0.3395288253,0.3365884405,1.3229974405,2.7221962924,0.986409,2.3856078519
20110801,0.2789290221,0.3359050036,1.2864963467,2.6622681694,0.9505913431,2.3263631658
20110802,0.2333351152,0.3187207885,1.1834623668,2.5304228905,0.8647415783,2.211702102
20110803,0.2217436692,0.333642619,1.2235267508,2.5465155159,0.8898841318,2.2128728969
20110804,0.1757623474,0.2539549945,1.0585741275,2.3328364112,0.804619133,2.0788814167
20110805,0.206020575,0.2934439808,1.209320354,2.4972078141,0.9158763732,2.2037638333
20110808,0.1898217864,0.2508462769,1.0678521255,2.2580249202,0.8170058486,2.0071786433
20110809,0.1740484304,0.1801191206,0.992575146,2.1915240874,0.8124560254,2.0114049668
20110810,0.1620657674,0.164477848,0.9159816109,2.0600616457,0.7515037629,1.8955837977
20110811,0.1577933848,0.1831197044,1.0266652374,2.2400136964,0.843545533,2.056893992
20110812,0.1885991787,0.2056431919,0.9649915357,2.172224109,0.7593483438,1.9665809171
20110815,0.1679928668,0.2045235676,0.993387486,2.2128759134,0.7888639184,2.0083523458
20110816,0.1676207861,0.192618359,0.9271175926,2.1219515443,0.7344992336,1.9293331853
20110817,0.1158238746,0.1922255586,0.9078030817,2.0685940276,0.7155775231,1.876368469
20110818,0.1390976152,0.1918316375,0.8703556588,1.9695770572,0.6785240213,1.7777454197
20110819,0.1585327369,0.1856479506,0.8888131603,1.9697393668,0.7031652097,1.7840914162
20110822,0.1252042002,0.182493431,0.911020903,2.0089356539,0.728527472,1.8264422229
20110823,0.1045760782,0.1956675673,0.9371749453,2.05126558,0.741507378,1.8555980127
20110824,0.1080441757,0.1952751869,1.0091038827,2.2003098359,0.8138286958,2.005034649
20110825,0.0993889003,0.1695828701,0.943976262,2.1305007527,0.7743933919,1.9609178826
20110826,0.0988021528,0.2022849656,0.9017552055,2.0935243269,0.6994702399,1.8912393613
20110829,0.0601605232,0.2089609946,0.9484784536,2.1606951542,0.739517459,1.9517341596
20110830,0.1169647482,0.1909363776,0.8894076634,2.0837187012,0.6984712858,1.8927823236
20110831,0.1474848172,0.2106844976,0.9548653139,2.1277917534,0.7441808163,1.9171072558
20110901,0.136884132,0.1898461042,0.8919455282,2.0364369884,0.702099424,1.8465908842
20110902,0.1300305086,0.2218709422,0.8592357756,1.8927818427,0.6373648334,1.6709109005
20110906,0.0945441715,0.2121127762,0.8729881496,1.8835418308,0.6608753734,1.6714290546
20110907,0.0681968691,0.2063252261,0.9021396509,1.9386708881,0.6958144248,1.732345662
20110908,0.1461367137,0.1948046008,0.8572227164,1.8746727433,0.6624181156,1.6798681425
20110909,0.1624579593,0.1679926724,0.7942661259,1.8168440016,0.6262734535,1.6488513292
20110912,0.153267552,0.1943969397,0.8483064097,1.8406223084,0.65390947,1.6462253687
20110913,0.1462441551,0.2115700913,0.871443831,1.8825368541,0.6598737397,1.6709667628
20110914,0.1352450431,0.2057242738,0.8733888574,1.8761312684,0.6676645836,1.6704069946
20110915,0.1518147775,0.2017874024,0.9239594087,1.9702154451,0.7221720063,1.7684280427
20110916,0.1486855364,0.1862756113,0.8939983539,1.9347990733,0.7077227426,1.748523462
20110919,0.1232174108,0.1588419761,0.8223718488,1.838875172,0.6635298727,1.6800331959
20110920,0.1159650202,0.1800003356,0.8258094489,1.8285537844,0.6458091133,1.6485534488
20110921,0.1247337294,0.214820541,0.8277321411,1.7486785761,0.6129116001,1.5338580351
20110922,0.1375828957,0.2128011453,0.7659013444,1.6134562455,0.5531001991,1.4006551002
20110923,0.1505092557,0.2536378564,0.8574636045,1.7384965697,0.6038257481,1.4848587133
20110926,0.1041511699,0.2555384761,0.89080264,1.7992429472,0.6352641639,1.5437044711
20110927,0.1007789509,0.2633644904,0.9310428658,1.8680445724,0.6676783754,1.604680082
20110928,0.1055850223,0.2653231472,0.9207815186,1.874743691,0.6554583714,1.6094205438
20110929,0.0939741947,0.2712208103,0.9596067348,1.8906582016,0.6883859245,1.6194373913
20110930,0.2154200586,0.2748055844,0.9472758205,1.9067229203,0.6724702361,1.6319173359
20111003,0.1717623495,0.2559580397,0.847600332,1.7487477222,0.5916422923,1.4927896825
20111004,0.1723462533,0.2749414624,0.8977882751,1.8128796591,0.6228468127,1.5379381967
20111005,0.1575962022,0.2787770184,0.9360434287,1.8791455628,0.6572664103,1.6003685444
20111006,0.1581436052,0.2864308803,0.9865547476,1.9768303187,0.7001238673,1.6903994384
20111007,0.2088292975,0.3265309131,1.0723009883,2.0633136696,0.7457700752,1.7367827565
20111011,0.1726266259,0.3231235755,1.1189023757,2.1365781578,0.7957788002,1.8134545823
20111012,0.1654044052,0.3040176172,1.1363549174,2.1980789093,0.8323373002,1.8940612921
20111013,0.1581414035,0.2964010937,1.0894075305,2.1699420613,0.7930064368,1.8735409676
20111014,0.1901715745,0.2906895258,1.1037705448,2.2343309926,0.813081019,1.9436414668
