caldt,vwretd,vwretx,totval,usdval,usdcnt,spindx,sprtrn
20081030,0.027035,0.02685,8599883970,8375015960,500,954.09,0.025804
20081031,0.015353,0.015353,8721274810,8599883970,500,968.75,0.015365
20081103,-0.002754,-0.002765,8696336170,8721274810,500,966.3,-0.002529
20081104,0.04026,0.040253,9046369360,8696336170,500,1005.75,0.040826
20081105,-0.051925,-0.052487,8571553650,9046369360,500,952.77,-0.052677
20081106,-0.049469,-0.04972,8146162410,8571553650,500,904.88,-0.050264
20081107,0.029011,0.028665,8379673260,8146162410,500,930.99,0.028855
20081110,-0.012278,-0.012411,8275666830,8379673260,500,919.21,-0.012653
20081111,-0.021952,-0.021952,8093738680,8275666830,500,898.95,-0.022041
20081112,-0.051133,-0.051567,7676366260,8093738680,499,852.3,-0.051894
20081113,0.068917,0.068808,8210807020,7676366260,499,911.29,0.069213
20081114,-0.041769,-0.04194,7872146860,8208647620,498,873.29,-0.041699
20081117,-0.025825,-0.025863,7673586920,7872146860,499,850.75,-0.02581
20081118,0.010164,0.009951,7700178570,7623998840,499,859.12,0.009838
20081119,-0.060627,-0.060736,7237566820,7700178570,499,806.58,-0.061156
20081120,-0.065964,-0.066006,6759842990,7237566820,500,752.44,-0.067123
20081121,0.063255,0.063045,7186088050,6759842990,500,800.03,0.063248
20081124,0.063415,0.063386,7640691760,7181353110,499,851.81,0.064723
20081125,0.006564,0.006412,7689657750,7640691760,500,857.39,0.006551
20081126,0.035612,0.035203,7960357190,7689657750,500,887.68,0.035328
20081128,0.009108,0.009073,8037282260,7960357190,500,896.24,0.009643
20081201,-0.088632,-0.088695,7324445020,8037282260,500,816.21,-0.089295
20081202,0.039451,0.039376,7616801670,7324445020,500,848.81,0.039941
20081203,0.026509,0.025973,7814634780,7616801670,500,870.74,0.025836
20081204,-0.028669,-0.028708,7590295730,7814634780,500,845.22,-0.029308
20081205,0.037041,0.037014,7870970640,7590295730,500,876.07,0.036499
20081208,0.03799,0.037822,8173264800,7870970640,500,909.7,0.038387
20081209,-0.022993,-0.023026,7985069520,8173264800,500,888.67,-0.023118
20081210,0.011764,0.01166,8078230580,7985069520,500,899.24,0.011894
20081211,-0.028225,-0.028563,7847489060,8078230580,500,873.59,-0.028524
20081212,0.007138,0.007134,7903245340,7847489060,500,879.73,0.007028
20081215,-0.012723,-0.012766,7802353610,7903245340,500,868.57,-0.012686
20081216,0.051,0.05099,8200198600,7802353610,500,913.18,0.05136
20081217,-0.009406,-0.00945,8122706860,8200198600,500,904.42,-0.009593
20081218,-0.020668,-0.020719,7954415610,8122706860,500,885.28,-0.021163
20081219,0.002973,0.002962,7967196740,7954415610,500,887.88,0.002937
20081222,-0.017844,-0.017933,7824318540,7967196740,500,871.63,-0.018302
20081223,-0.00953,-0.009726,7746094220,7817116990,499,863.16,-0.009717
20081224,0.006205,0.005741,7790563110,7746094220,500,868.15,0.005781
20081226,0.005217,0.005217,7831149800,7790563110,500,872.8,0.005356
20081229,-0.003809,-0.004139,7798734650,7831149800,500,869.42,-0.003873
20081230,0.024398,0.024198,7987448380,7798734650,500,890.64,0.024407
20081231,0.014131,0.014114,8109042730,7987448380,500,903.25,0.014158
20090102,0.031784,0.031601,8379522330,8074751060,497,931.8,0.031608
20090105,-0.004636,-0.004658,8340489020,8379522330,500,927.45,-0.004668
20090106,0.007669,0.007669,8398913390,8330181580,499,934.7,0.007817
20090107,-0.029294,-0.029838,8148310420,8398913390,500,906.65,-0.03001
20090108,0.002718,0.002681,8170156270,8148310420,500,909.73,0.003397
20090109,-0.020917,-0.020926,7999187400,8170156270,500,890.35,-0.021303
20090112,-0.022315,-0.022315,7820700290,7999187400,500,870.26,-0.022564
20090113,0.002039,0.001968,7836091360,7820700290,500,871.79,0.001758
20090114,-0.033126,-0.033212,7575836790,7836091360,500,842.62,-0.03346
20090115,0.001564,0.001531,7587434550,7575836790,500,843.74,0.001329
20090116,0.007781,0.007781,7646429790,7587434550,500,850.12,0.007562
20090120,-0.052247,-0.052254,7246904960,7646429790,500,805.22,-0.052816
20090121,0.042629,0.042404,7554200510,7246904960,500,840.24,0.043491
20090122,-0.015311,-0.015345,7438390010,7554200510,500,827.5,-0.015162
20090123,0.005171,0.005171,7476703260,7438390010,500,831.95,0.005378
20090126,0.005588,0.00558,7518436810,7476703260,500,836.57,0.005553
20090127,0.010901,0.010901,7600392500,7518436810,500,845.71,0.010926
20090128,0.033121,0.033003,7851231790,7600392500,500,874.09,0.033558
20090129,-0.032553,-0.032622,7595094790,7851231790,500,845.14,-0.03312
20090130,-0.022691,-0.022695,7435705930,7593454830,499,825.88,-0.022789
20090202,-0.000563,-0.000578,7431873150,7435705930,500,825.44,-0.000533
20090203,0.016112,0.016086,7551425000,7431873150,500,838.51,0.015834
20090204,-0.006879,-0.007613,7493933370,7551425000,500,832.23,-0.007489
20090205,0.016831,0.01677,7619624530,7493933370,500,845.85,0.016366
20090206,0.027223,0.026825,7824019150,7619624530,500,868.6,0.026896
20090209,0.001328,0.001284,7834065250,7824019150,500,869.89,0.001485
20090210,-0.048566,-0.048609,7453257670,7834065250,500,827.16,-0.049121
20090211,0.008565,0.008119,7513781000,7453257670,500,833.74,0.007955
20090212,0.002086,0.001867,7527706600,7513781000,500,835.19,0.001739
20090213,-0.010063,-0.010172,7450523480,7527706600,500,826.84,-0.009998
20090217,-0.044384,-0.04458,7118413090,7450523480,500,789.17,-0.045559
20090218,-0.000199,-0.000394,7115599910,7118413090,500,788.42,-0.00095
20090219,-0.011211,-0.011815,7031538940,7115599910,500,778.94,-0.012024
20090220,-0.010918,-0.01113,6953350230,7031538940,500,770.05,-0.011413
20090223,-0.03462,-0.034646,6712239150,6953350230,500,743.33,-0.034699
20090224,0.039572,0.03957,6977843550,6712239150,500,773.14,0.040103
20090225,-0.010666,-0.01091,6901750560,6977843550,500,764.9,-0.010658
20090226,-0.015734,-0.015948,6793134080,6901750560,500,752.83,-0.01578
20090227,-0.022813,-0.022849,6617839300,6793134080,500,735.09,-0.023564
20090302,-0.046123,-0.046139,6312506080,6617839300,500,700.82,-0.04662
20090303,-0.006363,-0.006367,6272357710,6312506080,500,696.33,-0.006407
20090304,0.023955,0.023584,6427237000,6272357710,500,712.87,0.023753
20090305,-0.041599,-0.041657,6159496170,6427237000,500,682.55,-0.042532
20090306,0.001256,0.000994,6165646510,6159496170,500,683.38,0.001216
20090309,-0.009898,-0.01001,6103337670,6165646510,500,676.53,-0.010024
20090310,0.062793,0.062718,6486124990,6103337670,500,719.6,0.063663
20090311,0.002968,0.002548,6502840610,6486124990,500,721.36,0.002446
20090312,0.040657,0.040474,6766034420,6502840610,500,750.74,0.040729
20090313,0.007563,0.007537,6817094340,6766034420,500,756.55,0.007739
20090316,-0.003904,-0.003925,6790398910,6817094340,500,753.89,-0.003516
20090317,0.032028,0.032012,7001690270,6790398910,500,778.12,0.03214
20090318,0.020635,0.020603,7145951670,7001690270,500,794.35,0.020858
20090319,-0.012424,-0.012426,7057155050,7145951670,500,784.04,-0.012979
20090320,-0.019346,-0.019367,6920709640,7057155050,500,768.54,-0.019769
20090323,0.07033,0.07011,7406272460,6920709640,500,822.92,0.070758
20090324,-0.018541,-0.018561,7268806710,7406272460,500,806.12,-0.020415
20090325,0.007886,0.007876,7326057260,7268806710,500,813.88,0.009626
20090326,0.023394,0.023383,7497361310,7326057260,500,832.86,0.02332
20090327,-0.019021,-0.019189,7344135810,7497361310,500,815.94,-0.020316
20090330,-0.035219,-0.03527,7092454770,7344135810,500,787.53,-0.034819
20090331,0.013143,0.013138,7189263380,7092454770,500,797.87,0.01313
20090401,0.016712,0.016527,7308084170,7189263380,500,811.08,0.016557
20090402,0.028503,0.028442,7504249890,7292669710,499,834.38,0.028727
20090403,0.009786,0.009769,7577499100,7504249890,500,842.5,0.009732
20090406,-0.008214,-0.008273,7514808880,7577499100,500,835.48,-0.008332
20090407,-0.023262,-0.02387,7335433020,7514808880,500,815.55,-0.023855
20090408,0.011775,0.011743,7421575350,7335433020,500,825.16,0.011783
20090409,0.037105,0.037095,7696882560,7421575350,500,856.56,0.038053
20090413,0.002745,0.002665,7717400160,7696882560,500,858.73,0.002533
20090414,-0.01982,-0.019839,7564296700,7717400160,500,841.5,-0.020065
20090415,0.012109,0.012088,7655736270,7564296700,500,852.06,0.012549
20090416,0.015556,0.015523,7774578980,7655736270,500,865.3,0.015539
20090417,0.004765,0.004765,7811677070,7774578980,500,869.6,0.004969
20090420,-0.042135,-0.042155,7482404290,7811677070,500,832.39,-0.04279
20090421,0.020999,0.020999,7639530420,7482404290,500,850.08,0.021252
20090422,-0.007495,-0.007695,7580825760,7639530420,500,843.55,-0.007682
20090423,0.010041,0.010025,7656831170,7580825760,500,851.92,0.009922
20090424,0.01658,0.01658,7782712470,7656831170,500,866.23,0.016797
20090427,-0.00989,-0.00989,7705840770,7782712470,500,857.51,-0.010067
20090428,-0.002899,-0.002937,7683210440,7705840770,500,855.16,-0.00274
20090429,0.021661,0.021524,7848580360,7683210440,500,873.64,0.02161
20090430,-0.000906,-0.00097,7852224940,7848580360,500,872.81,-0.00095
20090501,0.004942,0.004924,7891845560,7852224940,500,877.52,0.005396
20090504,0.033089,0.033089,8153011660,7891845560,500,907.24,0.033868
20090505,-0.003355,-0.003477,8124733060,8153011660,500,903.8,-0.003792
20090506,0.017047,0.016707,8260469390,8124733060,500,919.53,0.017404
20090507,-0.0132,-0.013255,8150975340,8260469390,500,907.39,-0.013202
20090508,0.023641,0.023641,8343709920,8150975340,500,929.23,0.024069
20090511,-0.020491,-0.020833,8169696360,8343709920,500,909.24,-0.021512
20090512,-0.000724,-0.000771,8163396530,8169696360,500,908.35,-0.000979
20090513,-0.026245,-0.026712,7945332620,8163396530,500,883.92,-0.026895
20090514,0.010117,0.010016,8024827710,7945332620,500,893.07,0.010352
20090515,-0.011213,-0.011385,7933495020,8024827710,500,882.88,-0.01141
20090518,0.030394,0.030304,8173915320,7933495020,500,909.71,0.030389
20090519,-0.001501,-0.001694,8160069310,8173915320,500,908.13,-0.001737
20090520,-0.004993,-0.005068,8118713500,8160069310,500,903.47,-0.005131
20090521,-0.016312,-0.016598,7983960690,8118713500,500,888.33,-0.016758
20090522,-0.001219,-0.001238,7974274220,7983960690,500,887,-0.001497
20090526,0.026212,0.026208,8183269250,7974274220,500,910.33,0.026302
20090527,-0.018747,-0.018931,8028349020,8183269250,500,893.06,-0.018971
20090528,0.015331,0.015155,8150301730,8028349020,500,906.83,0.015419
20090529,0.013552,0.013552,8290729500,8150301730,500,919.14,0.013575
20090601,0.025957,0.025918,8505606580,8290729500,500,942.87,0.025818
20090602,0.001893,0.00189,8521225910,8505148660,499,944.74,0.001983
20090603,-0.013036,-0.013225,8408535490,8521225910,499,931.76,-0.013739
20090604,0.011331,0.011143,8502231520,8408535490,499,942.46,0.011484
20090605,-0.002265,-0.002326,8469539820,8502231520,499,940.09,-0.002515
20090608,-0.000884,-0.001104,8461694510,8469539820,499,939.14,-0.001011
20090609,0.003603,0.003557,8495143650,8461694510,499,942.43,0.003503
20090610,-0.003454,-0.0035,8465365990,8495143650,500,939.15,-0.00348
20090611,0.005926,0.005655,8513238030,8465365990,500,944.89,0.006112
20090612,0.001513,0.001479,8525897430,8513238030,500,946.21,0.001397
20090615,-0.023676,-0.023677,8324029410,8525897430,500,923.72,-0.023769
20090616,-0.012557,-0.012563,8219456630,8324029410,500,911.97,-0.01272
20090617,-0.001058,-0.001078,8210598550,8219456630,500,910.71,-0.001382
20090618,0.00839,0.008254,8278368390,8210598550,500,918.37,0.008411
20090619,0.003153,0.003153,8304483540,8278368390,500,921.23,0.003114
20090622,-0.029761,-0.029906,8057655310,8304483540,500,893.04,-0.0306
20090623,0.002037,0.002018,8073914120,8057655310,500,895.1,0.002307
20090624,0.006795,0.00677,8128573690,8073914120,500,900.94,0.006524
20090625,0.02137,0.02137,8302274820,8128573690,500,920.26,0.021444
20090626,-0.001557,-0.00177,8280809670,8302274820,500,918.9,-0.001478
20090629,0.008951,0.008916,8354642100,8280809670,499,927.23,0.009065
20090630,-0.008328,-0.008405,8329679160,8354642100,499,919.32,-0.008531
20090701,0.004385,0.004268,8368911800,8323670770,499,923.33,0.004362
20090702,-0.028866,-0.028887,8127106740,8368911800,500,896.42,-0.029145
20090706,0.002452,0.002428,8146835420,8127106740,500,898.72,0.002566
20090707,-0.019498,-0.019498,7987990320,8146835420,500,881.03,-0.019684
20090708,-0.000849,-0.001425,7976604490,7987990320,500,879.56,-0.001669
20090709,0.003317,0.003311,8003018540,7976604490,500,882.68,0.003547
20090710,-0.004008,-0.004008,7970940620,8003018540,500,879.13,-0.004022
20090713,0.024724,0.024616,8167161070,7970940620,500,901.05,0.024934
20090714,0.005305,0.005305,8210490250,8167161070,500,905.84,0.005316
20090715,0.029502,0.029466,8452421310,8210490250,500,932.68,0.02963
20090716,0.008569,0.008537,8524576750,8452421310,500,940.74,0.008642
20090717,-0.000444,-0.000444,8520782920,8524576750,500,940.38,-0.000383
20090720,0.011461,0.011454,8618538170,8520782920,500,951.13,0.011432
20090721,0.003641,0.003628,8649808300,8618538170,500,954.58,0.003627
20090722,-0.000315,-0.000489,8645587000,8649808300,500,954.07,-0.000534
20090723,0.022961,0.022951,8844008130,8645587000,500,976.29,0.02329
20090724,0.002755,0.002755,8868810160,8844008130,500,979.26,0.003042
20090727,0.002723,0.002723,8896979900,8868810160,500,982.18,0.002982
20090728,-0.002438,-0.002438,8875293400,8896979900,500,979.62,-0.002606
20090729,-0.004232,-0.004361,8836593210,8875293400,500,975.15,-0.004563
20090730,0.011931,0.011798,8940848600,8836593210,500,986.75,0.011896
20090731,0.000594,0.000594,8959331860,8940848600,500,987.48,0.00074
20090803,0.015215,0.015211,9095292720,8959331860,500,1002.63,0.015342
20090804,0.002984,0.00296,9122213300,9095292720,500,1005.65,0.003012
20090805,-0.002714,-0.003039,9094491430,9122213300,500,1002.72,-0.002914
20090806,-0.005597,-0.005733,9042373220,9094491430,500,997.08,-0.005625
20090807,0.013266,0.013247,9162159970,9042373220,500,1010.48,0.013439
20090810,-0.003304,-0.003333,9131792380,9162159970,500,1007.1,-0.003345
20090811,-0.011987,-0.012266,9019783930,9131792380,500,994.35,-0.01266
20090812,0.011798,0.011385,9122474620,9019783930,500,1005.81,0.011525
20090813,0.007025,0.006963,9185991640,9122474620,500,1012.73,0.00688
20090814,-0.008445,-0.008452,9108380900,9185991640,500,1004.09,-0.008531
20090817,-0.023926,-0.024132,8888617470,9108380900,500,979.73,-0.024261
20090818,0.010187,0.009997,8977475200,8888617470,500,989.67,0.010146
20090819,0.007071,0.006943,9043339380,8975977630,499,996.46,0.006861
20090820,0.010558,0.010515,9138431970,9043339380,500,1007.37,0.010949
20090821,0.018416,0.018241,9305082260,9138431970,500,1026.13,0.018623
20090824,-0.000583,-0.000594,9299559530,9305082260,500,1025.57,-0.000546
20090825,0.002407,0.0024,9321906890,9299559530,500,1028,0.002369
20090826,0.00029,0.000193,9323709310,9321906890,500,1028.12,0.000117
20090827,0.002485,0.002372,9345824510,9323709310,500,1030.98,0.002782
20090828,-0.001989,-0.002139,9326035900,9345824510,500,1028.93,-0.001988
20090831,-0.007871,-0.007911,9286963800,9326035900,500,1020.62,-0.008076
20090901,-0.021764,-0.021805,9084476160,9286963800,500,998.04,-0.022124
20090902,-0.003071,-0.003315,9054364120,9084476160,500,994.75,-0.003296
20090903,0.008764,0.008686,9133104090,9054364120,500,1003.24,0.008535
20090904,0.012966,0.012911,9251449940,9133104090,500,1016.4,0.013118
20090908,0.008913,0.008738,9332422760,9251449940,500,1025.39,0.008845
20090909,0.007761,0.007717,9402252820,9332422760,500,1033.37,0.007782
20090910,0.010279,0.010266,9498781000,9402252820,500,1044.14,0.010422
20090911,-0.001161,-0.001381,9485703860,9498781000,500,1042.73,-0.00135
20090914,0.006243,0.006221,9544712860,9485703860,500,1049.34,0.006339
20090915,0.003038,0.003035,9573684800,9544712860,500,1052.63,0.003135
20090916,0.015149,0.015121,9718478120,9573684800,500,1068.76,0.015324
20090917,-0.002853,-0.002988,9689435150,9718478120,500,1065.49,-0.00306
20090918,0.002624,0.002611,9715362280,9689435150,500,1068.3,0.002637
20090921,-0.003233,-0.003235,9683934700,9715362280,500,1064.66,-0.003407
20090922,0.006615,0.00659,9747748070,9683934700,500,1071.66,0.006575
20090923,-0.01007,-0.010078,9649509500,9747748070,500,1060.87,-0.010068
20090924,-0.009156,-0.009282,9559941180,9649509500,500,1050.78,-0.009511
20090925,-0.006292,-0.006292,9499278470,9559941180,500,1044.38,-0.006091
20090928,0.017754,0.017577,9666243800,9499278470,500,1062.98,0.01781
20090929,-0.00222,-0.00225,9644494070,9666243800,500,1060.61,-0.00223
20090930,-0.003401,-0.003493,9666276590,9644494070,500,1057.08,-0.003328
20091001,-0.025416,-0.025432,9420444880,9666276590,500,1029.85,-0.02576
20091002,-0.004416,-0.004456,9378394860,9420444880,500,1025.21,-0.004506
20091005,0.014663,0.014648,9515769230,9378394860,500,1040.46,0.014875
20091006,0.01369,0.013675,9645896480,9515769230,500,1054.72,0.013705
20091007,0.003153,0.002649,9671447480,9645896480,500,1057.58,0.002712
20091008,0.007513,0.007508,9744061010,9671447480,500,1065.48,0.00747
20091009,0.005545,0.005513,9797784640,9744061010,500,1071.49,0.005641
20091012,0.004357,0.004357,9840474200,9797784640,500,1076.19,0.004386
20091013,-0.002409,-0.002471,9816153840,9840474200,500,1073.19,-0.002788
20091014,0.01743,0.017393,9986886770,9816153840,500,1092.02,0.017546
20091015,0.00397,0.00397,10026538700,9986886770,500,1096.56,0.004157
20091016,-0.007925,-0.007925,9893183420,9959265140,499,1087.68,-0.008098
20091019,0.009393,0.009393,9985555820,9893183420,500,1097.91,0.009405
20091020,-0.006263,-0.006279,9922746930,9985555820,500,1091.06,-0.006239
20091021,-0.008705,-0.008846,9835003790,9922746930,500,1081.4,-0.008854
20091022,0.010585,0.010519,9938456500,9835003790,500,1092.91,0.010644
20091023,-0.011542,-0.011542,9823074590,9938456500,500,1079.6,-0.012179
20091026,-0.011538,-0.011545,9709680310,9823074590,500,1066.95,-0.011717
20091027,-0.003531,-0.003531,9675395870,9709680310,500,1063.41,-0.003318
20091028,-0.019478,-0.01961,9485662650,9675395870,500,1042.63,-0.019541
20091029,0.02241,0.02231,9697288390,9485662650,500,1066.11,0.02252
20091030,-0.027946,-0.027946,9451781960,9697288390,500,1036.19,-0.028065
20091102,0.006402,0.006392,9512140480,9451781960,500,1042.88,0.006456
20091103,0.002456,0.002454,9535480900,9512140480,500,1045.41,0.002426
20091104,0.00133,0.00099,9498736450,9489338800,499,1046.5,0.001043
20091105,0.019499,0.019393,9682937030,9498736450,499,1066.63,0.019236
20091106,0.002591,0.002457,9714244000,9682937030,499,1069.3,0.002503
20091109,0.022363,0.022124,9929161290,9714244000,500,1093.08,0.022239
20091110,0.000229,-2.4E-05,9928924720,9929161290,500,1093.01,-6.4E-05
20091111,0.005054,0.005054,9979103540,9928924720,500,1098.51,0.005032
20091112,-0.009921,-0.010042,9878929280,9979103540,500,1087.24,-0.010259
20091113,0.005801,0.005795,9936191980,9878929280,500,1093.48,0.005739
20091116,0.014478,0.014279,10078075300,9936191980,500,1109.3,0.014468
20091117,0.001241,0.001061,10088772300,10078075300,500,1110.32,0.000919
20091118,-0.000216,-0.000368,10085059800,10088772300,500,1109.8,-0.000468
20091119,-0.013166,-0.013168,9952255390,10085059800,500,1094.9,-0.013426
20091120,-0.003328,-0.003498,9917648090,9952255390,500,1091.38,-0.003215
20091123,0.013635,0.013589,10052421700,9917648090,500,1106.24,0.013616
20091124,-0.000588,-0.000648,10045903900,10052421700,500,1105.65,-0.000533
20091125,0.004628,0.004496,10091111600,10045903900,500,1110.63,0.004504
20091127,-0.01698,-0.017215,9917336710,10091111600,500,1091.49,-0.017233
20091130,0.003926,0.003784,9992814410,9917336710,500,1095.63,0.003793
20091201,0.012002,0.011955,10112312700,9992814410,500,1108.86,0.012075
20091202,0.000517,0.000385,10116203700,10112312700,500,1109.24,0.000343
20091203,-0.008319,-0.008347,10031762600,10116203700,500,1099.92,-0.008402
20091204,0.005461,0.00545,10087339000,10031762600,500,1105.98,0.005509
20091207,-0.002519,-0.002557,10061543200,10087339000,500,1103.25,-0.002468
20091208,-0.010203,-0.010335,9957381300,10061543200,500,1091.94,-0.010252
20091209,0.00366,0.003508,9993082440,9957381300,500,1095.95,0.003672
20091210,0.006023,0.005926,10049796600,9993082440,500,1102.35,0.00584
20091211,0.003802,0.003637,10086365800,10049796600,500,1106.41,0.003683
20091214,0.006696,0.00666,10153689200,10086365800,500,1114.11,0.006959
20091215,-0.005645,-0.005645,10096421600,10153689200,500,1107.93,-0.005547
20091216,0.000944,0.000931,10105825300,10096421600,500,1109.18,0.001128
20091217,-0.011886,-0.011925,9985311170,10105825300,500,1096.08,-0.011811
20091218,0.006278,0.006264,10047863000,9985311170,500,1102.47,0.00583
20091221,0.010424,0.010409,10207082500,10047863000,500,1114.05,0.010504
20091222,0.003565,0.00355,10243317000,10207082500,500,1118.02,0.003564
20091223,0.00269,0.002411,10266850400,10237341300,499,1120.59,0.002299
20091224,0.005245,0.005242,10321005000,10266850400,500,1126.48,0.005256
20091228,0.001421,0.001287,10334284100,10321005000,500,1127.78,0.001154
20091229,-0.001191,-0.001356,10320273000,10334284100,500,1126.2,-0.001401
20091230,0.000206,0.000106,10321369400,10320273000,500,1126.42,0.000195
20091231,-0.010167,-0.010173,10238877900,10321369400,500,1115.1,-0.01005
20100104,0.01597,0.015924,10401918700,10238877900,500,1132.99,0.016043
20100105,0.003066,0.003064,10433794800,10401918700,500,1136.52,0.003116
20100106,0.000907,0.000482,10438836200,10433794800,500,1137.14,0.000546
20100107,0.003898,0.003845,10478970700,10438836200,500,1141.69,0.004001
20100108,0.002791,0.002791,10508221400,10478970700,500,1144.98,0.002882
20100111,0.001724,0.001724,10526337800,10508221400,500,1146.98,0.001747
20100112,-0.009159,-0.009159,10429932600,10526337800,500,1136.22,-0.009381
20100113,0.008434,0.008337,10516889100,10429932600,500,1145.68,0.008326
20100114,0.002369,0.002345,10541548200,10516889100,500,1148.46,0.002427
20100115,-0.010708,-0.010745,10428434300,10541548200,500,1136.03,-0.010823
20100119,0.012443,0.012443,10558194900,10428434300,500,1150.23,0.0125
20100120,-0.010489,-0.010636,10445899500,10558194900,500,1138.04,-0.010598
20100121,-0.018772,-0.018797,10249546900,10445899500,500,1116.48,-0.018945
20100122,-0.021872,-0.021873,10025136600,10249546900,500,1091.76,-0.022141
20100125,0.004539,0.004527,10069635500,10025136600,500,1096.78,0.004598
20100126,-0.004003,-0.004022,10029145200,10069635500,500,1092.17,-0.004203
20100127,0.004791,0.004758,10069671500,10021990300,499,1097.5,0.00488
20100128,-0.011755,-0.011846,9950376580,10069671500,499,1084.53,-0.011818
20100129,-0.009665,-0.009668,9867598830,9950376580,499,1073.87,-0.009829
20100201,0.014002,0.014001,10005760000,9867598830,500,1089.19,0.014266
20100202,0.012781,0.012777,10133608300,10005760000,500,1103.32,0.012973
20100203,-0.004936,-0.005275,10080151100,10133608300,500,1097.28,-0.005474
20100204,-0.031009,-0.031035,9767310930,10080151100,500,1063.11,-0.031141
20100205,0.003003,0.002999,9796506830,9767310930,500,1066.19,0.002897
20100208,-0.008503,-0.008819,9709933640,9791074280,499,1056.74,-0.008863
20100209,0.012927,0.012893,9835126610,9709933640,500,1070.52,0.01304
20100210,-0.002047,-0.00232,9812306200,9835126610,500,1068.13,-0.002233
20100211,0.009735,0.009606,9906370780,9812306200,500,1078.47,0.00968
20100212,-0.00256,-0.002762,9878344090,9906370780,500,1075.51,-0.002745
20100216,0.018413,0.018261,10080661900,9844148030,499,1094.87,0.018001
20100217,0.004566,0.004391,10125114300,10080661900,500,1099.51,0.004238
20100218,0.006558,0.006482,10190797800,10125114300,500,1106.75,0.006585
20100219,0.001968,0.001818,10209809200,10190797800,500,1109.17,0.002187
20100222,-0.000985,-0.001,10198434500,10209809200,500,1108.01,-0.001046
20100223,-0.012151,-0.01216,10074426200,10198434500,500,1094.6,-0.012103
20100224,0.009932,0.009741,10172593500,10074426200,500,1105.24,0.00972
20100225,-0.001729,-0.001979,10152571600,10172593500,500,1102.94,-0.002081
20100226,0.00137,0.001329,10189933300,10148544400,499,1104.49,0.001405
20100301,0.010011,0.009985,10291603000,10181454000,498,1115.71,0.010159
20100302,0.002319,0.002319,10315467000,10291603000,500,1118.31,0.00233
20100303,0.00038,0.000234,10317881500,10315467000,500,1118.79,0.000429
20100304,0.003904,0.003881,10358124800,10317881500,500,1122.97,0.003736
20100305,0.013974,0.013936,10502998200,10358124800,500,1138.7,0.014008
20100308,0.000172,-4E-06,10502857600,10502998200,500,1138.5,-0.000176
20100309,0.001957,0.001903,10522845700,10502857600,500,1140.45,0.001713
20100310,0.004814,0.00464,10573931300,10522845700,500,1145.61,0.004525
20100311,0.004561,0.004233,10618342500,10573931300,500,1150.24,0.004042
20100312,-0.000333,-0.000343,10614693200,10618342500,500,1149.99,-0.000217
20100315,0.00061,0.000592,10625407900,10610127700,499,1150.51,0.000452
20100316,0.007972,0.00796,10710400600,10625407900,500,1159.46,0.007779
20100317,0.005804,0.005789,10772407600,10710400600,500,1166.21,0.005822
20100318,-0.000355,-0.00037,10768417900,10772407600,500,1165.83,-0.000326
20100319,-0.005298,-0.005298,10711378300,10768417900,500,1159.9,-0.005087
20100322,0.00532,0.005294,10768461300,10711378300,500,1165.81,0.005095
20100323,0.007378,0.007261,10846761900,10768461300,500,1174.17,0.007171
20100324,-0.00549,-0.005498,10787307800,10846761900,500,1167.72,-0.005493
20100325,-0.001429,-0.001429,10771889800,10787307800,500,1165.73,-0.001704
20100326,0.00076,0.000755,10779662300,10771889800,500,1166.59,0.000738
20100329,0.005651,0.005481,10838725500,10779662300,500,1173.22,0.005683
20100330,0.00017,5.5E-05,10839320800,10838725500,500,1173.27,4.3E-05
20100331,-0.003287,-0.003331,10842822700,10839320800,500,1169.43,-0.003273
20100401,0.007302,0.007266,10921370400,10842822700,500,1178.1,0.007414
20100405,0.008022,0.007991,11008680800,10921370400,500,1187.44,0.007928
20100406,0.001781,0.001781,11028282200,11008680800,500,1189.44,0.001684
20100407,-0.005259,-0.005686,10965576500,11028282200,500,1182.45,-0.005877
20100408,0.003583,0.003549,11004496300,10965576500,500,1186.44,0.003374
20100409,0.006607,0.006602,11077247100,11004496300,500,1194.37,0.006684
20100412,0.00186,0.001838,11097751500,11077247100,500,1196.48,0.001767
20100413,0.000747,0.000675,11105240700,11097751500,500,1197.3,0.000685
20100414,0.011312,0.011296,11231192000,11105240700,500,1210.65,0.01115
20100415,0.000686,0.000686,11238980300,11231192000,500,1211.67,0.000843
20100416,-0.016104,-0.016104,11057944300,11238980300,500,1192.13,-0.016127
20100419,0.004719,0.004708,11110073800,11057944300,500,1197.52,0.004521
20100420,0.008129,0.008125,11200298300,11110073800,500,1207.17,0.008058
20100421,-0.000906,-0.000917,11190038300,11200298300,500,1205.94,-0.001019
20100422,0.002404,0.002353,11216371000,11190038300,500,1208.67,0.002264
20100423,0.006917,0.006917,11294003900,11216371000,500,1217.28,0.007124
20100426,-0.004458,-0.004464,11243602100,11294003900,500,1212.05,-0.004296
20100427,-0.02327,-0.023275,10981910800,11243602100,500,1183.71,-0.023382
20100428,0.006419,0.006237,11050809900,10981910800,500,1191.36,0.006463
20100429,0.013003,0.012915,11186207100,11043579900,499,1206.78,0.012943
20100430,-0.016699,-0.016699,11007602400,11186207100,499,1186.69,-0.016648
20100503,0.012927,0.01292,11148394200,11007602400,500,1202.26,0.013121
20100504,-0.023775,-0.023779,10883698700,11148394200,500,1173.6,-0.023838
